water_level,temperature,ldr,pH,humidity ,label
1.6,25.4,59,8,56,39
4.2,12.9,130,5.3,55,44
13.8,16.4,228,8.9,57,27
1.7,8.3,597,5.5,26,13
9.2,11.3,101,8.8,17,27
12.3,26.4,319,7,36,21
12,15.1,764,7.9,62,29
7.1,28,20,6,67,1
8.6,16.1,1000,8.4,74,29
12.8,10.2,480,8.8,53,27
6.8,10.9,115,6.9,54,27
1.6,21.7,510,6.4,24,13
5.3,28.3,278,5.5,68,1
3,18.6,433,6.3,0,13
6.7,17.1,784,7.2,5,29
14.6,8.2,906,6.1,65,5
10,18.7,693,8.2,31,25
0.7,25.5,518,6,78,10
0.1,28.4,406,8.2,49,39
0,21.5,673,7,31,43
1.5,29.7,306,5.3,67,38
8.3,23.9,617,5.6,31,4
0.7,15.9,598,8.8,26,45
8.3,16.5,73,8,51,27
5.9,18.6,251,5.6,74,4
7.7,17.9,559,6,48,4
8.4,25,947,6.7,28,23
2.3,10.7,981,8.5,36,47
12.2,17.8,811,7.5,53,29
14.7,29.8,297,7.3,0,21
11.1,9.4,595,6.3,6,4
1.7,13.7,550,7.2,64,45
8.1,29.7,651,7.8,37,19
2.9,14.2,288,9,26,45
0.3,29.8,971,5.7,14,11
5,25.7,187,6.6,79,21
5.1,26.7,532,8.7,65,21
3.1,26.8,66,7.6,75,39
14.9,23.2,100,8,29,27
15,10.7,623,8.3,15,27
8.6,8.7,994,7.6,50,29
10.3,20,215,5.6,26,4
8.7,11.5,794,7.2,40,29
7.6,26.5,436,5.2,63,20
1.5,25.5,458,8.3,38,39
1.5,14.2,827,6.1,54,14
13.8,20,748,8.5,23,29
3.7,13.9,52,7.2,76,45
8.1,23.9,483,6.9,19,27
2.2,26.8,48,7.6,20,39
8.1,28.7,999,8.1,74,23
12.5,20.2,300,7.5,34,27
1.9,24.4,803,8.6,67,41
1.9,19.2,239,5.7,57,13
7.3,29.7,739,5.3,73,22
9.3,15.7,272,8.4,42,27
1.1,15.1,183,7,40,45
13.2,13.3,56,5.1,17,26
10.1,17.5,44,7.7,67,27
5.3,28.3,940,7.4,71,23
7.3,20,84,6.5,31,4
6.2,15.3,317,8.7,72,27
13.8,16.8,58,6.6,35,27
0.7,9,651,5.3,40,42
3.2,27.1,968,5.7,17,11
13.1,17.6,300,6.2,48,4
11.4,30,675,8.5,73,19
2.1,20.7,35,8.4,36,45
8.8,18,139,5.1,63,26
12.4,17,378,7.4,37,27
0.9,14.7,869,7.2,51,47
6.3,17.5,630,9,35,27
11.4,12.6,610,8.9,19,27
11.2,27.4,334,6,79,1
1.4,23.4,573,8.2,35,45
0.7,22,668,9,42,43
11.5,26.4,465,8.8,67,21
12,29,80,7.9,65,21
1.8,28.9,987,7.2,17,41
3.8,19.2,223,5.1,75,44
8.2,27.7,940,5.6,54,2
14.3,16.3,68,8,47,27
9.9,23.8,135,8.9,36,27
5.1,14,515,8.9,43,27
12.7,10.5,780,5,7,28
12.4,9.3,461,6.4,72,4
10.5,29.3,5,7.9,22,21
4.8,22.2,746,6.7,8,47
1.3,18.3,124,6.1,59,13
14.9,9.7,156,6,33,4
5,26.1,86,8.8,7,21
14.4,28,579,7.7,76,21
13.6,27.5,64,8.4,59,21
14.7,21,454,5.1,48,26
2.8,24.3,551,7.4,77,39
14.5,15.4,648,8.4,74,27
14.2,21.2,160,5.6,20,4
5.5,10.4,745,8.1,50,29
8.2,15.7,121,6.4,46,4
12.3,28.3,879,5.7,2,2
2,26.8,500,5.3,51,38
3.6,14.1,139,6.4,13,13
0.1,20.2,322,7.7,7,45
6.8,16.2,242,6.5,54,4
2.7,27.4,63,8.8,26,39
11.3,16.6,727,6.4,62,5
2.8,11.2,414,8.7,4,45
10.8,15.6,781,6.1,33,5
4.2,28.9,154,7.6,73,39
14.7,14.8,730,6.3,61,5
6.9,28,375,7.2,77,21
14.9,10.7,506,5.2,14,26
5.1,29.8,477,5.4,41,20
9.7,10,301,8.1,22,27
5.7,15.5,144,7.1,77,27
3.2,16.4,650,8.7,12,43
1.1,19.2,128,5.7,58,13
9.6,25.6,410,7.1,10,21
9,14.2,333,5.5,54,4
13.2,22.9,47,5.2,70,26
3.5,24.4,672,6.5,75,9
2.8,14.1,474,7.9,2,45
13.3,28.7,746,8.9,11,23
9.5,28.2,558,8.2,42,21
14.4,11.4,323,7.2,17,27
1.3,28.5,127,5.7,65,10
6.1,15.6,350,7.1,54,27
4.3,17.2,774,6.7,32,47
5.4,22.6,900,7.4,56,29
2.1,27.6,523,5.6,77,10
5.5,16.1,782,7.8,12,29
3.5,21.6,6,6.2,36,13
4.5,22.9,836,6.9,2,47
9.7,27.7,3,8.1,23,21
14,12.5,22,7.1,45,27
1.4,21.5,76,7,33,45
9.2,8.8,296,5.5,0,4
0.8,11.5,523,5.3,69,44
1.1,18.2,114,5.5,23,13
7.2,26.3,583,8.3,73,21
7.5,8.3,951,8,73,29
5.8,17,943,5.6,77,5
1.9,15.4,445,7.7,18,45
12.4,23.9,523,8.2,2,27
13.3,22.4,208,6.5,38,4
1.7,21.3,956,5.9,16,14
4.5,20.4,648,5.2,35,44
6.1,19.4,420,7.6,73,27
10.9,11.9,785,6.5,51,5
8,22.8,928,7.6,57,29
4.6,20.1,135,8.6,38,45
12.5,8.7,706,6.5,47,5
2.5,15.8,862,8,10,47
7.3,15.8,398,8.3,32,27
12.1,20.4,367,6.6,17,27
10.3,9.5,309,7.2,57,27
13.1,12.1,257,5.9,46,4
5.4,17.8,891,5.8,62,5
12.1,20.4,723,6.8,46,29
3.8,28.9,573,8.9,34,39
2.8,22.4,390,7.1,18,45
4.6,13.2,418,5.2,27,44
6.1,18.1,580,7.7,41,27
13.6,22.9,318,8.7,12,27
12.9,27,280,5.6,37,1
4.5,10.1,526,7.4,5,45
6.9,21.6,864,6.9,43,29
11.6,8.2,769,8.4,75,29
14.3,22.3,196,6.6,50,27
6.4,21.1,13,6.7,17,27
10.8,26.7,149,6.9,7,21
6.4,27.7,863,6.6,24,23
14.9,28.2,127,7.9,17,21
5.8,10.1,593,5.7,79,4
12.3,14.4,33,7.5,63,27
6.9,25.1,275,8.6,59,21
8.7,10.8,479,7.1,70,27
8.9,20.8,541,7.5,7,27
0.3,9.1,779,8.7,70,47
9.2,14.1,297,7.1,29,27
2.4,10.8,337,7.4,38,45
1,23.7,63,8.2,42,45
13.3,21.9,28,8.8,21,27
5,29.3,765,6.1,41,2
4.5,22.2,204,8.3,32,45
7.4,27.9,459,5.2,30,20
3.3,28.4,760,6.7,42,41
7.7,15.2,946,8.6,2,29
13.9,17.6,668,5.7,40,3
2.9,22.7,130,6.8,27,45
11.8,15,86,6.6,44,27
1.6,13.2,97,7.8,61,45
5.6,13.4,900,5.5,10,5
3.3,22.8,967,5.2,15,46
9.7,14.1,976,5.7,7,5
10.1,21,868,6.9,45,29
13.7,17.5,394,9,15,27
13.9,26.2,895,7,29,23
1,18.3,201,7.7,44,45
2.1,14,260,5.6,13,13
1.7,11.1,43,8.1,2,45
9.8,15.9,46,8.4,47,27
0.8,29.5,571,7.3,72,39
7,18.7,118,7.1,22,27
14.8,28.6,213,8,7,21
4.2,9.2,928,6.3,56,14
1.5,11.6,771,8.5,61,47
0.3,26.8,875,8.2,51,41
7.6,28.9,295,8.3,52,21
0.6,26.1,663,6.8,26,37
8.9,14.2,713,5.5,21,5
9.3,8.3,285,7.3,33,27
11.3,24.9,668,6,12,0
2.7,24.2,355,5.9,54,10
7.4,15.9,643,6.8,53,27
14.5,11.8,133,8.4,66,27
6.9,27.4,170,8,50,21
13.1,18,217,5.5,67,4
12.8,27.8,710,8.7,27,23
1.8,15.5,548,7.9,52,45
9.8,20.8,736,8.4,62,29
13.7,13.3,109,5.2,50,26
6.1,12.2,250,6.7,76,27
12.5,21.5,215,7.2,15,27
14.8,8.1,982,7.3,26,29
4.8,9.6,725,7.8,13,47
10.9,22.2,781,6.6,15,29
9.3,19.6,688,6.4,45,3
3.6,16.3,353,7.7,30,45
4.1,24.1,355,6.2,36,10
8,23.5,435,8.1,47,27
6.7,28.4,370,7.8,64,21
8.1,26.8,71,7.3,49,21
11.8,23.1,840,6.9,22,29
11.6,26.5,859,5.9,48,2
6.5,25.8,868,5.6,50,2
9.8,17,172,7.3,57,27
14.6,28.2,740,5.2,32,22
7.5,16,405,7,62,27
0.5,27.6,442,7.8,31,39
14.1,13.9,154,8.9,77,27
14,17.5,212,8.1,57,27
5.1,27.2,396,6.2,32,1
12.4,19.3,533,7.1,59,27
11.7,11.3,288,8.2,20,27
3.3,13.5,966,5.3,5,46
9.9,24.9,279,6.5,39,1
9.1,25.5,681,6.4,10,0
11.2,17.9,167,6.5,72,4
14.6,12.2,846,8.7,13,29
6.7,21.7,990,8,19,29
3.6,23.7,385,6,65,13
1.7,16.4,702,8.5,68,47
13.9,14.2,476,5.1,15,26
6,15.5,460,7,19,27
13.9,28,896,6.1,30,2
5.3,10.5,648,5.7,21,4
12.4,23,886,5.1,15,28
3.7,17,494,6,80,13
12.6,25.2,752,6.7,26,23
14.1,27.6,784,8.6,40,23
9,22.3,714,8,1,29
9.8,24.8,258,5.9,55,1
2.1,20.4,467,6.8,74,45
9.2,24.6,559,7.1,42,21
3.5,28.1,366,6.6,2,39
13.2,15.5,145,8.7,78,27
14,22.1,511,6.3,72,4
9.5,27.1,334,7.7,77,21
5.5,8.7,850,8,72,29
4.4,27.7,526,6.2,33,10
10.7,12.8,406,8.9,58,27
9.8,19.2,232,7.6,12,27
2.8,20.8,947,5,78,46
0.8,26.2,133,7.4,65,39
9,12,971,8.2,53,29
14,25.9,17,8.9,37,21
12,25.1,216,7.8,77,21
4.1,24.8,158,8.6,68,39
1.6,15.9,364,5.6,60,13
11.9,14.2,441,8.2,57,27
7.3,15.3,193,7.5,66,27
3.3,11,326,5.3,38,44
9.4,8.1,788,5.1,57,28
5.2,21.6,1,5.4,15,26
11.6,12,450,8.3,77,27
1.9,19.6,651,8,54,43
13.9,15.4,234,7.1,9,27
7.2,11,478,5.2,26,26
6.7,13.5,372,6.3,40,4
1.2,8.9,492,6,20,13
4.4,27.1,535,6.3,51,10
4.9,28.6,179,6.4,20,10
5.1,14.3,649,8.2,29,27
3.1,25.4,676,5.7,8,9
0.5,11.9,229,6.7,5,45
8.4,9,722,6,39,5
3.4,21.5,807,5,0,46
12.7,28,298,8.8,13,21
8.7,25.2,622,8.2,63,21
11.7,24.5,791,6.9,56,23
6.4,27.5,701,5.9,47,2
10.9,8.4,157,7,24,27
12.1,19.5,990,8.7,30,29
14.6,27,840,7.1,1,23
11.6,27.7,756,8.3,21,23
2.1,17,821,7.8,53,47
14.8,12.8,894,7.6,2,29
14.5,17.8,887,6.8,0,29
4,16.8,296,6.5,67,13
8.1,29.6,62,8.3,66,21
9.2,23,582,7.1,39,27
5.6,9.1,850,8,80,29
2.9,15.1,174,7.7,4,45
4,26.8,142,6.9,1,39
3.7,22.7,59,6.8,72,45
11.7,17.3,677,6.8,34,25
13.7,10.9,381,6.1,19,4
2.6,28.5,890,6.3,57,11
4.1,11.9,333,8.6,4,45
9.2,11.3,880,8,32,29
10,25.6,9,8,21,21
1.3,12.6,159,6.9,71,45
3.5,9.4,562,8,66,45
10.4,16.6,397,6.1,42,4
8.1,25,873,7.5,50,23
13,9.7,644,7.5,72,27
4.8,22.5,747,7.9,9,47
8.3,14.4,731,7.5,51,29
1.1,27.8,93,7.3,22,39
13.1,26.9,341,6.2,21,1
5.3,16.5,49,6.7,80,27
3.3,11.8,909,5.2,56,46
10.6,25.1,858,7.5,21,23
8.9,27,153,7.7,22,21
13,15.4,709,5.1,34,28
14.4,27.3,168,6.3,13,1
10.6,29.5,132,6.1,23,1
14,10.6,457,9,73,27
1.1,23,71,5.3,41,44
9,26.8,475,8.1,34,21
7.9,27.3,883,5.5,1,2
4.4,26.3,909,6.3,74,11
10.3,13.6,586,6.1,7,4
14.2,8.6,802,8,74,29
0.2,17.6,619,8.5,37,45
0.9,9.8,696,6.1,24,12
4.2,10.6,491,8.3,80,45
3.2,24.1,436,5.1,11,38
13.7,14.3,445,6,7,4
5.1,20.3,313,5.9,53,4
13.5,30,53,6.4,37,1
0.8,22.7,251,5.3,27,44
4.5,18.3,767,7,12,47
12.2,12.9,651,6.3,36,3
12.7,15.2,375,8.2,9,27
13.1,26,712,8.1,37,23
7.3,9.9,646,5.1,45,26
1.6,19.4,732,8,73,47
4.8,15.7,262,7.2,9,45
11,23.9,553,6.9,71,27
6,15.1,812,8.1,37,29
12.9,27.5,120,6,49,1
8.6,15.7,316,8.4,62,27
7.1,12.5,637,8.4,22,27
1.7,18.8,65,8.3,67,45
6.7,27.3,114,7.3,58,21
6.6,18.3,730,7.8,19,29
12.9,18.9,562,6.9,32,27
14.6,16,815,8.2,62,29
6.9,24.9,76,7.5,34,21
4.8,16.3,69,5.6,10,13
0.2,9.9,15,8.7,26,45
9.1,9.8,632,7.8,48,27
11.4,28.6,778,8.8,56,23
3.7,15.7,865,9,42,47
6.4,26.4,293,6.5,61,1
11.8,9.9,218,8.5,56,27
13.8,10.7,324,8.5,47,27
12,23,859,5.2,20,28
9.3,27.6,784,5.7,24,2
13.4,25.3,330,8.4,3,21
6.5,9.7,654,6.3,27,3
14.9,18.2,879,5.9,5,5
14.3,18.9,78,7.9,50,27
13.1,10.2,145,7.9,9,27
13.4,20.4,969,6.6,19,29
7.7,18.3,276,5.7,20,4
2.2,16,4,8.5,73,45
13.6,21.9,794,5.2,7,28
4,23,731,8.7,29,47
7,15.8,646,6.4,79,4
14.2,13.3,236,7.7,35,27
10.6,19.1,51,5.7,41,4
14.1,28.3,742,7.3,41,23
14.3,20.9,96,6.7,42,27
5.6,18.6,506,7.1,54,27
1.8,13,191,5.7,73,13
9.5,24.2,434,5.7,79,1
6.4,11,127,7.9,43,27
13.2,10.6,581,8,63,27
5.8,16.6,546,7.5,31,27
2.3,13.3,641,6.2,63,13
6.8,20,968,7.2,38,29
12.3,16.6,908,6.3,3,5
2.7,10.7,622,7.7,61,45
7.1,9,361,8.7,23,27
13.5,22.6,409,6.6,70,27
7.8,16.5,249,6,58,4
11.4,11.6,644,6.7,54,27
6.7,9,326,6.3,73,4
1.4,8.2,182,7.8,17,45
6.1,26.9,770,7.4,71,23
6,9.1,640,6.9,67,27
11.3,16.5,847,5.1,77,28
8.5,8.6,749,8.6,1,29
8.4,15.9,318,5.8,19,4
6.6,25,190,8.4,57,21
8.4,13.9,764,8.6,67,29
13.1,22.9,953,6.9,79,29
0.8,22.3,766,7.9,8,47
1.7,29.6,715,5.3,19,40
13.2,22,710,6.4,1,5
10,26.9,745,8.1,46,23
12.6,29.2,129,8.7,29,21
12.4,11.3,401,7.1,27,27
0.2,16.6,504,5.7,32,13
3.5,25.7,140,8.5,40,39
12.8,17.2,755,6.1,15,5
7.3,9.2,472,6,64,4
13,28.8,891,6.9,79,23
5.7,21.2,772,9,4,29
10,23.2,520,5.6,59,4
6.9,28.3,614,6.6,57,21
14.4,23.4,137,6.5,14,4
6.6,8.9,282,8.3,5,27
12.5,15,105,7.5,69,27
12.1,12.6,4,5.1,40,26
5.2,21,562,8.9,43,27
13.2,18.2,387,8.6,23,27
13.1,10.3,988,5.3,39,28
9.5,19.2,523,5.9,57,4
10.8,22.1,793,7,6,29
9.9,23.4,996,8.7,72,29
13.6,27.3,900,8.6,45,23
9.1,13.7,425,6.3,39,4
6.3,21.1,427,6.5,53,4
6.4,20.2,902,5.6,70,5
4.3,14.1,628,5.1,39,44
9.1,17.4,101,8.6,45,27
8.9,13.9,923,7.3,64,29
3.6,13.6,101,6.1,43,13
10.2,15.9,870,5.2,70,28
6.6,15.2,274,5.8,68,4
6.6,13.5,486,5.5,66,4
5.6,29.4,974,5.1,38,22
1,27.7,100,7.2,32,39
11.9,18.1,917,7.6,15,29
10.9,20,779,8,24,29
4,16.3,431,8.7,57,45
11.3,12.7,782,7.3,40,29
10.5,25.6,672,5.4,6,18
7.4,16.1,26,6.5,46,4
12,28,955,6.5,42,2
2,21,533,7.1,31,45
0.3,8.1,960,8.2,24,47
11.7,12.7,336,8.3,27,27
13.6,20.5,890,7.5,70,29
4.7,14.9,186,6.1,69,13
6.1,27.5,317,6.2,14,1
14.1,12.7,410,5.2,34,26
14.8,29.1,720,8.3,49,23
14.4,21.8,859,7.9,20,29
6.7,15.7,499,5.9,42,4
13.2,28.4,771,7.3,44,23
14.8,13.2,92,8.4,55,27
9.3,27.8,366,5.7,42,1
1.7,9.1,107,7,61,45
5,8.3,748,6.1,73,5
10.2,28.6,454,8.8,78,21
0.6,8.2,277,8.9,31,45
11.9,21.2,933,7,49,29
13.9,28.5,441,8.9,1,21
11.4,27.8,322,5.8,42,1
10.6,26.5,353,7.2,26,21
4.7,27.6,855,8.4,15,41
14.9,20.5,334,8.1,5,27
2.5,12.5,425,8.5,51,45
0.3,14.9,667,6.6,31,43
5.5,15.3,408,5.9,57,4
4.3,16.7,57,5.8,11,13
9.3,25.8,245,7.1,72,21
6.9,27.8,744,5.6,18,2
7.6,16.5,115,6.6,37,27
5.6,12.3,922,8.9,6,29
12.1,28.7,870,7.6,79,23
12.6,28.4,259,6.9,6,21
14.2,26.8,248,8.6,41,21
13.8,21.5,324,6.7,31,27
3.8,27.2,628,8.2,78,39
11.6,28.4,444,8,34,21
10.8,23.5,793,5.3,9,28
9.3,18,913,8.5,0,29
8,16.8,337,6.3,25,4
7.2,13.5,854,6.2,48,5
2.8,9.8,644,6.3,15,13
10.8,29.2,586,7.8,2,21
6.4,28.2,755,5.3,44,22
9.3,15.9,823,7.2,8,29
1.1,17,954,6.1,67,14
10.6,29.3,863,8.7,71,23
9,8.5,268,8.8,1,27
9.5,17.1,13,6.6,58,27
1,29.8,188,6.1,68,10
10.3,27.7,924,6.5,19,2
8.7,15.8,660,8.2,25,25
5.6,17.9,394,9,32,27
2.9,21.5,715,6.3,5,14
10.3,11.3,482,8.3,11,27
11.8,28.5,598,8.7,37,21
0.2,29.8,170,6,31,10
4.8,12.7,772,5.5,7,14
5.8,20.2,813,7.4,60,29
3.6,11.4,928,7,62,47
7.6,19.5,530,7.8,49,27
6.8,18.2,290,5.9,32,4
12.9,23,300,6.9,21,27
9.8,16.8,797,5.7,76,5
6.3,21.3,33,8.4,57,27
14.1,20,893,6.6,80,29
10.8,22.7,66,5.5,71,4
8.9,22.1,273,8.1,34,27
11.3,20,716,5.7,54,5
8.5,20.3,871,7.2,25,29
13,28.8,914,8.5,29,23
1.8,12.7,746,8.1,32,47
8.3,22.9,800,5,59,28
10,12.5,892,8.1,12,29
14.2,28.1,314,8.1,52,21
6.7,17.4,721,8.4,9,29
1.7,27.5,876,6.3,43,11
8,14.7,652,6.2,67,3
2.1,23.8,735,5.8,39,14
0.8,10.2,235,8,34,45
11.8,24.8,344,5.6,77,1
0.9,10.3,542,8.1,71,45
5.5,23.7,417,7.8,45,27
2.7,26.6,256,8.8,53,39
12.1,12.9,200,8.7,12,27
4.9,10.7,12,6.8,73,45
11,11.6,833,5.2,66,28
3.9,28.8,629,5.7,6,10
1.2,25,514,6.5,11,10
8.5,15.4,457,6.9,38,27
0.9,10.9,297,5.7,21,13
2.3,17,478,5.4,21,44
8.3,13.1,299,8.4,10,27
5.2,28.4,895,6.3,66,2
3.8,25.6,818,7.4,34,41
8.5,8.2,164,8.9,51,27
5.3,25,357,7.6,62,21
3.6,17.4,62,5.3,63,44
4.4,28.8,519,5.1,72,38
11.9,25.9,727,5.5,66,2
9.8,22.9,706,8,70,29
4.9,22.1,11,5.3,22,44
6.5,15.3,348,6.6,48,27
12.4,19.6,153,8.2,21,27
1.4,17.8,936,6.6,41,47
3.5,23.4,902,8.7,62,47
6.8,24.5,624,5.6,38,1
7.2,29.5,425,8.4,51,21
8.7,9,858,7.6,49,29
0.7,28.9,126,7.9,6,39
0.8,11.3,834,5.4,41,46
8.8,8.8,424,5.7,57,4
7.5,27.5,845,7.1,41,23
7.6,29,578,5.2,1,20
13.8,26.5,430,7.2,13,21
7.8,11.4,510,7.8,73,27
2.1,21.2,514,8.5,13,45
6.1,13.5,247,6.7,72,27
5.7,14.7,897,6.3,70,5
10.9,14.3,724,7.5,77,29
6.9,24.7,794,6.4,77,2
7.9,25.4,374,5.6,67,1
11.8,18.4,703,8.7,0,29
3.7,22.4,168,5.3,16,44
0.4,19.2,706,8.9,21,47
10.6,19.2,441,7.2,37,27
11.1,15,733,6,52,5
0.9,27.8,563,7.3,11,39
11.4,8.5,118,6.7,33,27
10.6,10.4,109,8.7,6,27
6.2,9,735,6.7,71,29
12.9,28.2,468,6.6,42,21
14.6,15.8,674,5.9,75,3
9,17.5,255,6.4,50,4
2.2,24.3,580,8.7,22,39
5.6,22.6,887,6.8,79,29
12.4,20.3,340,8.8,51,27
9.3,24.8,14,6.3,43,1
9.8,9,493,6.6,26,27
0.3,20,434,5.8,15,13
14.3,15.4,450,7.8,26,27
13.9,12.8,806,5.3,44,28
2,10.7,746,5.6,35,14
11.8,20.3,810,8,51,29
5.4,18.8,86,6.9,30,27
0.5,9.4,810,8.7,66,47
10.4,27.6,920,8.9,48,23
3.9,28.1,110,8.2,64,39
10.6,15.8,184,6.9,4,27
0.5,22.6,470,6.4,28,13
1.4,9.4,283,7,31,45
6.3,18.5,599,7.3,69,27
7.1,26.9,223,6.4,41,1
1.3,11.4,510,5.1,46,44
12.7,21.8,31,8.6,73,27
10.7,11,219,5.6,47,4
1,28.4,68,7.9,30,39
6.8,27.6,739,7,57,23
5.8,29.4,558,8,68,21
10.1,10.7,0,5.3,34,26
10.9,21.4,190,5.2,23,26
9.3,23.2,156,7.9,76,27
3.5,10.5,307,7.3,35,45
9.4,21.2,947,7.2,33,29
13.5,19.7,694,6.5,0,3
10.6,23.3,406,8.2,24,27
12.4,13.5,663,7.7,80,25
0.9,19.5,578,8.8,56,45
6.5,8.7,697,8.6,6,25
0.5,20.9,774,5.7,25,14
6.1,22.7,179,5.5,19,4
9.9,29,200,5.7,61,1
12.7,13.1,291,6.2,49,4
3.8,20.9,954,7.1,65,47
5.2,15.3,389,6.6,73,27
1.5,15.1,18,7.1,56,45
8.1,12.5,520,5.5,58,4
3.9,29.8,487,9,0,39
5.5,21.5,779,5.2,49,28
7.6,27.8,496,5.6,9,1
6.1,26.9,556,7.1,59,21
10.1,23.7,290,8.8,11,27
13.7,12.9,533,8,23,27
14.6,10.4,104,6.5,32,4
9.1,27.1,15,6.4,21,1
12.3,15.4,701,5.8,63,5
9.1,14.5,391,8.4,47,27
12.8,13.5,726,8.7,58,29
7.1,15.7,221,8.8,44,27
12.8,24.4,245,8.4,46,21
12.8,26.5,38,6.1,17,1
8.8,19.7,732,8.4,76,29
1.5,28.6,800,5.3,20,40
13.2,22.1,530,7.8,28,27
2.7,18.9,320,8,76,45
2.7,27.3,175,7.1,13,39
12,22.9,265,7.1,30,27
3.1,12.9,923,7.6,10,47
8.4,19.7,273,6.8,1,27
12,10.8,605,6.9,35,27
1.7,27.7,963,8.1,78,41
5.5,24.4,229,5.6,36,1
6.5,9,620,7.2,18,27
12.1,8.4,207,5.4,48,26
3.7,27.4,812,7.8,20,41
4.5,18.5,990,5.2,72,46
6.2,12.8,531,6.6,67,27
11.6,16.4,286,8.7,60,27
1.5,21.2,73,7.7,4,45
10.7,17.5,805,6.4,1,5
3.6,12.1,715,7.8,79,47
10.8,28.8,935,6.3,69,2
5.4,9.4,701,8.7,64,29
10.4,17,303,5.7,39,4
6.6,25.1,337,7.6,13,21
1,28.8,862,5.2,60,40
7,22.8,83,5.6,77,4
6,27.4,833,8.5,8,23
12.3,28.1,413,7.6,50,21
9.4,13.5,133,6.1,40,4
9.5,14.1,922,7.8,9,29
13.9,21,850,8.5,5,29
5.9,9.6,250,7.5,14,27
11.1,8.3,978,5.6,75,5
12,22.7,833,6.4,58,5
11.9,11.9,21,5.1,45,26
10.9,21.3,945,8.1,10,29
10.5,27.8,877,8.6,37,23
6.4,18.5,401,7.6,72,27
12.9,23.4,535,6.7,34,27
2,9.3,22,7.8,31,45
4.3,20.1,788,6.8,80,47
11.8,10.2,608,7.4,9,27
4.2,22.8,985,7.7,66,47
3.5,23.2,246,8.4,64,45
12.7,27.9,96,8.8,61,21
6.2,21.2,367,8.1,24,27
1.5,26.1,664,7.8,77,37
8.8,25.3,225,6,47,1
5.5,28.5,68,5.2,2,20
5.9,9,989,5.5,52,5
13.4,29,109,7.9,50,21
12.7,10.9,664,9,62,25
14.9,8.1,851,6.7,66,29
6.9,25.3,84,6.2,8,1
5.9,16.1,799,8.9,61,29
3.3,17.5,896,6.8,54,47
0.3,8,972,9,52,47
5.3,28.9,107,6.3,58,1
1.7,24,953,7,30,41
6,15,138,6,0,4
4.6,26,67,7.7,61,39
6.6,29.3,884,8.7,13,23
0.5,20.2,671,8.4,45,43
7,16,356,6.7,58,27
2.8,16.1,49,7,58,45
12.9,27.9,539,8.1,53,21
2.1,16.4,355,8.5,36,45
8.9,19.9,155,6.5,40,4
10,16.7,679,5.1,35,24
2.1,20.2,83,5.1,12,44
3.4,28.1,376,8.1,20,39
2.7,26.2,745,6.7,25,41
0.8,29,384,8.7,25,39
2.8,14.5,328,8.4,40,45
0.6,26.8,547,5,80,38
1,9.9,93,6.3,18,13
13.1,11.4,780,6.3,41,5
13.7,11.8,445,6.7,27,27
7.6,12.5,398,5.2,75,26
8.6,26.2,854,8.1,39,23
2,12.6,170,8.1,65,45
5.6,21.6,671,7.1,49,25
5.2,11,113,8.4,16,27
4.3,23.5,578,5.1,41,44
5,24.8,248,5.6,9,1
4.9,13.9,743,5.7,26,14
9.4,19.2,819,5.4,50,28
13.6,8.7,568,8.7,12,27
7.6,12.8,56,5.8,74,4
9.7,10.8,698,6.8,57,25
11.9,15.7,331,8.2,66,27
8.7,24,426,7.2,38,21
10.3,20.2,343,7.9,10,27
6.4,13.6,370,5.2,34,26
7.4,21.2,465,8.8,68,27
13.9,20.1,580,7.6,5,27
10.7,26.1,483,6.3,70,1
1.4,27.3,743,7.2,23,41
3.8,26.8,435,8.6,29,39
13.5,18.7,580,7,41,27
8.6,10.8,271,5.3,13,26
0.5,25.5,779,5.4,60,40
4.6,11.8,181,7.6,63,45
12.8,23.9,30,5.1,37,26
0.5,11.7,84,6.4,41,13
5.5,28.6,245,7.9,63,21
11.8,16.9,501,5.1,60,26
10.7,11.6,437,6.9,51,27
12.5,23.5,711,8,49,29
8.8,20.8,999,7.9,9,29
7.5,17.2,417,6,0,4
9.5,13.9,835,6.8,35,29
1.6,21.1,156,7.1,65,45
13.7,8.3,677,5.6,14,3
1.8,17.3,522,8,26,45
1.9,28.8,726,8.6,73,41
12.1,27.8,236,5.5,74,1
8.3,15.7,565,8.4,1,27
2.9,16.8,301,6.9,59,45
1.3,15.5,935,5.4,20,46
6.6,13.9,131,7.1,19,27
6.9,18.5,854,6.8,23,29
13.5,20.6,322,7.6,53,27
4.9,8,906,5.5,53,14
5.3,21.6,308,7.6,11,27
12.8,9,224,8.3,32,27
1.1,16.8,552,5.4,64,44
10.4,26.7,335,5.3,32,20
4.6,9.9,566,7.1,52,45
4.1,8.9,71,6.6,35,45
10.9,17,869,7.9,72,29
5.5,29.3,673,8.7,0,19
0.2,11.2,894,7.7,60,47
6.5,14.9,915,7.4,47,29
9.3,17.7,540,7,62,27
5,20.5,110,7.3,26,27
7.6,21.4,647,6.7,10,27
2.1,12.2,403,5.9,70,13
4.1,9.3,755,8,75,47
5.3,10.6,139,6.2,74,4
13,18.6,733,6.5,75,5
9,16.5,207,8.2,4,27
12.1,16.2,784,9,45,29
12.9,15,132,8.4,54,27
7.9,25.3,619,5.3,76,20
11.1,18.4,900,6.1,43,5
6.6,8.8,782,6.8,48,29
10.8,19.6,553,5.4,74,26
